iter	Logloss
226	0.3673058998
227	0.366990115
228	0.3666283547
229	0.3662445429
230	0.36600796
231	0.3656271738
232	0.3652591415
233	0.3648888057
234	0.3646940286
235	0.3643712653
236	0.3640720683
237	0.3638918835
238	0.3636432908
239	0.3633580921
240	0.3629644166
241	0.3629550375
242	0.3626150283
243	0.3622520216
244	0.3620231262
245	0.3616900179
246	0.3613617016
247	0.3609643951
248	0.3606161151
249	0.360324472
250	0.3599857796
251	0.3597437696
252	0.3594401789
253	0.359152189
254	0.3589208842
255	0.3587284769
256	0.3584005367
257	0.3580869591
258	0.3578671778
259	0.3576289918
260	0.3574219449
261	0.3571264053
262	0.3569549881
263	0.3565598001
264	0.3563728706
265	0.3560359665
266	0.355780725
267	0.3554615948
268	0.3552196311
269	0.3548804258
270	0.3545892511
271	0.3543461379
272	0.354132356
273	0.3537603295
274	0.3535427954
275	0.3532515332
276	0.3528387455
277	0.3524125891
278	0.3522174367
279	0.3520074278
280	0.3516570601
281	0.3513864383
282	0.351007172
283	0.3507172365
284	0.3503720484
285	0.3501165845
286	0.3499023861
287	0.3497154862
288	0.3494853589
289	0.3491504937
290	0.3488932501
291	0.3486615361
292	0.3484600822
293	0.348285018
294	0.3480464123
295	0.3479600239
296	0.3477675972
297	0.3475577487
298	0.3472534615
299	0.3470945964
300	0.3468554792
301	0.346541422
302	0.3463379268
303	0.3460684529
304	0.3459541058
305	0.3456461077
306	0.3455155857
307	0.3452173695
308	0.3449843407
309	0.3447277804
310	0.3445726447
311	0.3442776899
312	0.3439603638
313	0.3438734539
314	0.3435393132
315	0.343350984
316	0.3430836349
317	0.3427681068
318	0.3426317909
319	0.342500562
320	0.3422231107
321	0.341876909
322	0.341647337
323	0.3413259128
324	0.3410640719
325	0.3408679537
326	0.3405603958
327	0.3402904219
328	0.340074852
329	0.3398691547
330	0.33957781
331	0.3392654606
332	0.3389265107
333	0.3388623307
334	0.3387500933
335	0.3386492897
336	0.3383159758
337	0.338172581
338	0.337868573
339	0.3376945499
340	0.337422248
341	0.3371768272
342	0.3370007101
343	0.3368164478
344	0.3365611746
345	0.3363092959
346	0.3359923475
347	0.3356128616
348	0.3353286428
349	0.3352478994
350	0.3350423824
351	0.3348874631
352	0.3346297319
353	0.3343191981
354	0.3339920761
355	0.3337454462
356	0.3336443368
357	0.3333593577
358	0.3332031959
359	0.3329658176
360	0.332723991
361	0.3324966635
362	0.3322004979
363	0.3321932292
364	0.3318788732
365	0.3316500656
366	0.3313030426
367	0.3309699686
368	0.3307634475
369	0.3304901021
370	0.3302639023
371	0.3300443588
372	0.3297571121
373	0.3295548566
374	0.3293796686
375	0.3291178853
376	0.3288929509
377	0.3287145103
378	0.3286829783
379	0.3284700299
380	0.3282905691
381	0.3277836284
382	0.3275485866
383	0.327407299
384	0.3271450479
385	0.3268060114
386	0.3265357017
387	0.3262958085
388	0.3260037856
389	0.3257539888
390	0.3255476095
391	0.3253236675
392	0.3250793581
393	0.3247819401
394	0.3245609994
395	0.3243664512
396	0.3240643043
397	0.3238442529
398	0.3236896959
399	0.3234782056
400	0.3232757406
401	0.3230026319
402	0.3227796357
403	0.3224627302
404	0.3222662757
405	0.3220384749
406	0.3217738856
407	0.3217158001
408	0.3215646902
409	0.3214545247
410	0.321322466
411	0.3212050499
412	0.3211934951
413	0.320933263
414	0.3207277787
415	0.3204463207
416	0.3201827631
417	0.3198680839
418	0.3197199131
419	0.3195109167
420	0.3192510706
421	0.3190567454
422	0.3188692411
423	0.3186871722
424	0.3184747212
425	0.3181917348
426	0.3179766973
427	0.3179715827
428	0.3176273261
429	0.317361674
430	0.317173466
431	0.3170118277
432	0.3168464318
433	0.3167428616
434	0.3165835425
435	0.3163072401
436	0.316074164
437	0.3158453244
438	0.3155588754
439	0.315368758
440	0.3150853719
441	0.3148800922
442	0.3146753811
443	0.3144140756
444	0.3143084645
445	0.314111734
446	0.3139087831
447	0.3135558996
448	0.3132495306
449	0.3129865146
450	0.312787789
451	0.3125059328
452	0.3122711335
453	0.312129313
454	0.3119120907
455	0.3117485823
456	0.3115854869
457	0.3113067076
458	0.3110803932
459	0.3108664423
460	0.3107022291
461	0.3106223646
462	0.310366212
463	0.3102348872
464	0.3099101347
465	0.3096495944
466	0.3094674438
467	0.3093393245
468	0.3091917391
469	0.3088614777
470	0.3086204019
471	0.308498608
472	0.3083928835
473	0.3081264058
474	0.3078992071
475	0.3076606489
476	0.307420173
477	0.307225329
478	0.3070780362
479	0.3069223961
480	0.3066578302
481	0.3065632956
482	0.3063367934
483	0.3061418629
484	0.3058704578
485	0.3058569702
486	0.3057253071
487	0.3055103738
488	0.3054084774
489	0.3052115597
490	0.3051888783
491	0.3050093602
492	0.3048221154
493	0.3045632379
494	0.3042380363
495	0.3040543666
496	0.3038757778
497	0.3035776893
498	0.303422873
499	0.3032417469
500	0.3029624659
501	0.3028091271
502	0.3025819085
503	0.3024299412
504	0.3022448551
505	0.3020467607
506	0.3019545573
507	0.3017191606
508	0.3016019604
509	0.3013505669
510	0.301152202
511	0.300971898
512	0.3007557109
513	0.3005652163
514	0.3003987123
515	0.3001701756
516	0.3000904323
517	0.2998599343
518	0.2998038218
519	0.2994918055
520	0.2993489892
521	0.2992262277
522	0.299039777
523	0.2988265552
524	0.2986101573
525	0.2983671958
526	0.2982032683
527	0.2980088692
528	0.2978285347
529	0.2976773397
530	0.2976728084
531	0.2974776417
532	0.2971861094
533	0.2970276786
534	0.2967887542
535	0.2965446847
536	0.2962895369
537	0.2961142878
538	0.2958984922
539	0.2957495061
540	0.2955430587
541	0.2953434092
542	0.2951689257
543	0.2949920712
544	0.2948102705
545	0.2946320771
546	0.2944236187
547	0.2942523207
548	0.2939483762
549	0.2938154949
550	0.2936792418
551	0.2935439064
552	0.2933374976
553	0.293101873
554	0.2928986786
555	0.2926748701
556	0.2925318269
557	0.2924380266
558	0.2923437443
559	0.2920509127
560	0.2917842662
561	0.29167945
562	0.2914665565
563	0.2913287316
564	0.2911170523
565	0.2909247906
566	0.2906946636
567	0.2905616832
568	0.2903945577
569	0.2901788697
570	0.2900009499
571	0.2897703156
572	0.2895898152
573	0.2893817687
574	0.2891713005
575	0.2890177095
576	0.2889091224
577	0.2886447282
578	0.2884708858
579	0.288252554
580	0.2880704473
581	0.2877751941
582	0.2875910337
583	0.2873278276
584	0.2872904149
585	0.2871438324
586	0.286944345
587	0.2867000845
588	0.2864809155
589	0.2863012374
590	0.2861636616
591	0.2860798095
592	0.2859111342
593	0.2857552381
594	0.2854993542
595	0.2853333005
596	0.2851248578
597	0.2849095983
598	0.284731033
599	0.2845213552
600	0.2842745236
601	0.2841263381
602	0.2839251435
603	0.2836774615
604	0.2834539264
605	0.2832166108
606	0.283060839
607	0.2828690853
608	0.2826873527
609	0.2825011397
610	0.2823523179
611	0.2821499348
612	0.2819919332
613	0.2816975589
614	0.2815373378
615	0.2814006584
616	0.2811738295
617	0.2811688179
618	0.2809602345
619	0.280754957
620	0.2805665814
621	0.2802936844
622	0.2800817696
623	0.2799475634
624	0.279790048
625	0.2796242313
626	0.2795140557
627	0.2792676469
628	0.2791319863
629	0.2788642373
630	0.278672493
631	0.2784656681
632	0.2782575602
633	0.2780002142
634	0.2777898993
635	0.2775857381
636	0.277455969
637	0.2772992402
638	0.2771306828
639	0.2770329354
640	0.2767951945
641	0.2765789294
642	0.2764712077
643	0.276251889
644	0.275981712
645	0.2758864954
646	0.2757579763
647	0.2757557194
648	0.2755335878
649	0.275342374
650	0.2752250467
651	0.2749699014
652	0.2747494285
653	0.2744948812
654	0.2743418992
655	0.2742645629
656	0.2741382824
657	0.2739269338
658	0.2738315806
659	0.2736126622
660	0.2733964007
661	0.2731933646
662	0.2731017514
663	0.2729129966
664	0.2727056376
665	0.272560776
666	0.2723859415
667	0.2721505427
668	0.27197395
669	0.2718831002
670	0.2716150509
671	0.2714233207
672	0.2712439634
673	0.2710557487
674	0.270865196
675	0.2706689624
676	0.2705397957
677	0.2703419901
678	0.2701583013
679	0.269944987
680	0.2697715754
681	0.2695998101
682	0.2695006816
683	0.2693444703
684	0.269142162
685	0.2689551761
686	0.2688090924
687	0.2686237454
688	0.2684799698
689	0.2684771243
690	0.2682541993
691	0.2680233454
692	0.2678479566
693	0.267529851
694	0.2673888096
695	0.2671915968
696	0.2670173274
697	0.2668197697
698	0.2666454137
699	0.2665103164
700	0.2663262533
701	0.2660437802
702	0.2658963702
703	0.2657482164
704	0.2655616222
705	0.2655579152
706	0.2653426661
707	0.2652671934
708	0.2650018853
709	0.2647335147
710	0.2645949801
711	0.2644575724
712	0.2643277871
713	0.2641765327
714	0.2640164775
715	0.2638105168
716	0.2636983363
717	0.2635035435
718	0.2632876685
719	0.2631170743
720	0.2629110267
721	0.2628474114
722	0.2626368995
723	0.2624346888
724	0.2621972595
725	0.2620099803
726	0.2619168343
727	0.2617949344
728	0.2616669091
729	0.2615759048
730	0.2614986425
731	0.2612794051
732	0.2612664366
733	0.261154487
734	0.2610075674
735	0.2608869121
736	0.260646896
737	0.2604777166
738	0.2603760679
739	0.2602336716
740	0.2601017754
741	0.259956614
742	0.2597843165
743	0.2595962024
744	0.2594869683
745	0.259269884
746	0.2591940797
747	0.2590392341
748	0.2589109585
749	0.2586510987
750	0.2584412548
751	0.2583225441
752	0.2583107264
753	0.2581152925
754	0.2579019592
755	0.2578260813
756	0.2576297356
757	0.2575514651
758	0.2573962325
759	0.2572225153
760	0.2570657038
761	0.2568135319
762	0.2566439315
763	0.2564833363
764	0.2563705021
765	0.2561791403
766	0.25595481
767	0.2558841053
768	0.2557023454
769	0.2555535834
770	0.2554026712
771	0.2552339445
772	0.2550505502
773	0.2548025893
774	0.2547009164
775	0.254645348
776	0.2545193291
777	0.2543665805
778	0.2541289882
779	0.2540972398
780	0.2540252615
781	0.2538352863
782	0.2536715883
783	0.2535159181
784	0.2533538826
785	0.2531979633
786	0.2530532757
787	0.2529376447
788	0.2528057166
789	0.2527129787
790	0.252678393
791	0.2525055368
792	0.2522788414
793	0.2521723703
794	0.2520755781
795	0.2519115599
796	0.2517282177
797	0.2515661112
798	0.2514817977
799	0.2512972146
800	0.2511989897
801	0.2509763284
802	0.2507779324
803	0.2506302369
804	0.2503770886
805	0.2501835093
806	0.2499513173
807	0.249839024
808	0.2497147806
809	0.2495025594
810	0.2493533152
811	0.2491317881
812	0.2489808547
813	0.2488603988
814	0.2487429229
815	0.2486830197
816	0.2484667938
817	0.2482525057
818	0.2480524568
819	0.2478084506
820	0.2476218277
821	0.2473578664
822	0.2472089042
823	0.2470282835
824	0.2468954538
825	0.24676318
826	0.2466702515
827	0.2465418185
828	0.2464244217
829	0.2461947789
830	0.2461924129
831	0.2461173375
832	0.2459246775
833	0.2457657592
834	0.2456017958
835	0.2454428461
836	0.2453011608
837	0.2452107163
838	0.2449790313
839	0.2448001524
840	0.2447042966
841	0.2446881434
842	0.24448024
843	0.2442782088
844	0.2440813134
845	0.2438914826
846	0.243836706
847	0.2436476429
848	0.2434989216
849	0.2432568585
850	0.2431086012
851	0.2429855696
852	0.2427951696
853	0.2426350599
854	0.2424646642
855	0.242315596
856	0.2422166943
857	0.2420830274
858	0.2420086162
859	0.2419230814
860	0.241786733
861	0.2417011722
862	0.2416272692
863	0.2414569343
864	0.241264024
865	0.2411678897
866	0.2409318592
867	0.240788536
868	0.240659919
869	0.2405448476
870	0.2403812338
871	0.2402090266
872	0.2400848939
873	0.2399062934
874	0.2398450817
875	0.2397062984
876	0.2396153516
877	0.2394948828
878	0.2393161255
879	0.2391955673
880	0.2390940498
881	0.2389361309
882	0.2387969623
883	0.2387320498
884	0.2384784617
885	0.2383001119
886	0.2382104279
887	0.2379992155
888	0.2378277511
889	0.2376370345
890	0.2375290713
891	0.2374555781
892	0.2373511494
893	0.2371514296
894	0.237030056
895	0.2368726373
896	0.2366958175
897	0.2365983063
898	0.2364002599
899	0.2362219418
900	0.23613966
901	0.2359494058
902	0.2358192683
903	0.235725917
904	0.2356494681
905	0.235497761
906	0.2353011565
907	0.2351295141
908	0.2350290924
909	0.2349364283
910	0.2348229055
911	0.2347222208
912	0.2345160293
913	0.2344253301
914	0.2343411965
915	0.2342406901
916	0.2340903208
917	0.2338896165
918	0.2336853351
919	0.2335842004
920	0.2334069138
921	0.2332403212
922	0.2330975304
923	0.232893722
924	0.2327735668
925	0.2325951597
926	0.2323737047
927	0.2321881387
928	0.2320991929
929	0.2319496409
930	0.2317752859
931	0.2315747838
932	0.2314986683
933	0.2313674735
934	0.2312502263
935	0.2310603881
936	0.2308729115
937	0.2307862858
938	0.2306924835
939	0.2306347119
940	0.2304349726
941	0.2302867091
942	0.2301215588
943	0.229970286
944	0.2298012237
945	0.2295998689
946	0.2294538883
947	0.2292439185
948	0.22924121
949	0.2290410273
950	0.228920705
951	0.2287525483
952	0.2286531448
953	0.2284575576
954	0.2283705412
955	0.2282129061
956	0.228008013
957	0.2278926571
958	0.2276990485
959	0.2275164149
960	0.2274859028
961	0.22736711
962	0.2272140155
963	0.2271306301
964	0.2270552888
965	0.2269504959
966	0.2267667979
967	0.2266271229
968	0.2264731817
969	0.2263495543
970	0.2261922141
971	0.2261710067
972	0.2261210613
973	0.2259510152
974	0.225791439
975	0.2256852129
976	0.225597756
977	0.225503658
978	0.2254702424
979	0.2252481303
980	0.2250470806
981	0.2248393539
982	0.2246070838
983	0.2244738336
984	0.2242936273
985	0.2240905354
986	0.2239930679
987	0.2238560084
988	0.2236490413
989	0.2234783668
990	0.2233994532
991	0.2232339109
992	0.2231728373
993	0.222991793
994	0.2229307874
995	0.2228011503
996	0.2226442537
997	0.2224299742
998	0.2223553029
999	0.2223254923
